Id,Chr,Start,End,GC_Percent
ENSMUSG00000118454,chr7,35238791,35275533,47.11
ENSMUSG00000066456,chr9,83109948,83146685,42.3
ENSMUSG00000029661,chr6,4504814,4541544,40.94
ENSMUSG00000024663,chr19,10001669,10038380,50.01
ENSMUSG00000071317,chr10,45335772,45372479,44.55
ENSMUSG00000037514,chr2,131262495,131299188,42.4
ENSMUSG00000050567,chr11,50255634,50292311,46.56
ENSMUSG00000027291,chr2,120316461,120353137,46.23
ENSMUSG00000039963,chr11,119228572,119265238,51.66
ENSMUSG00000026036,chr1,58445151,58481816,43.81
ENSMUSG00000034575,chr13,69497959,69534617,49.28
ENSMUSG00000037062,chr3,144683678,144720335,40.9
ENSMUSG00000027420,chr2,143826528,143863173,47.6
ENSMUSG00000024271,chr18,24602866,24639507,44.23
ENSMUSG00000036111,chr7,109138572,109175207,51.09
ENSMUSG00000090417,chr17,18241122,18277756,35.59
ENSMUSG00000021694,chr13,108158731,108195364,40.75
ENSMUSG00000015134,chr7,66390890,66427517,48.48
ENSMUSG00000046598,chr16,31422280,31458901,49.63
ENSMUSG00000078670,chr7,73740302,73776919,47.03
ENSMUSG00000024384,chr18,32067741,32104328,39.82
ENSMUSG00000038705,chr2,181251449,181288035,43.35
ENSMUSG00000011257,chr4,123262351,123298925,47.46
ENSMUSG00000038214,chr10,43478831,43515396,48.65
ENSMUSG00000070686,chr5,93634993,93671551,39.85
ENSMUSG00000026289,chr1,87755870,87792428,44.78
ENSMUSG00000078942,chr13,100281121,100317674,42.27
ENSMUSG00000049404,chr3,67478972,67515523,45.87
ENSMUSG00000033732,chr8,110810239,110846787,42.27
ENSMUSG00000043008,chr16,19946496,19983037,41.33
ENSMUSG00000079277,chr2,74711927,74748442,49.19
ENSMUSG00000027381,chr2,128126038,128162547,48.13
ENSMUSG00000034959,chr14,75016027,75052532,45.07
ENSMUSG00000070407,chr11,63885792,63922290,48.31
ENSMUSG00000054757,chr13,4486849,4523345,37.85
ENSMUSG00000038286,chr13,34037597,34074074,45.15
ENSMUSG00000042694,chr19,47501033,47537507,48.44
ENSMUSG00000025142,chr11,120672973,120709447,52.72
ENSMUSG00000021474,chr13,54071869,54108342,45.28
ENSMUSG00000032816,chr9,65101486,65137940,50.77
ENSMUSG00000035266,chr5,100762145,100798598,45.3
ENSMUSG00000024726,chr19,18670764,18707200,39.49
ENSMUSG00000010609,chr1,180227004,180263438,50.17
ENSMUSG00000025742,chrX,167346322,167382749,42.09
ENSMUSG00000035769,chr9,119357381,119393797,49.02
ENSMUSG00000042870,chr8,75033705,75070121,49.18
ENSMUSG00000015575,chr17,26663231,26699647,45.98
ENSMUSG00000022403,chr15,81363669,81400077,39.97
ENSMUSG00000005103,chr5,38526813,38563221,49.74
ENSMUSG00000022056,chr14,68497336,68533741,38.64
ENSMUSG00000026792,chr2,32925216,32961614,51.83
ENSMUSG00000015357,chr9,65294260,65330658,40.74
ENSMUSG00000021306,chr13,13357620,13394014,48.37
ENSMUSG00000020448,chr11,3415982,3452363,43.14
ENSMUSG00000022864,chr16,78540338,78576708,43.03
ENSMUSG00000015001,chr15,65876053,65912397,44.12
ENSMUSG00000026068,chr1,40515362,40551705,42.44
ENSMUSG00000045326,chr3,108853678,108890008,44.55
ENSMUSG00000024780,chr19,28990352,29026681,41.45
ENSMUSG00000024395,chr18,31922290,31958619,51.21
ENSMUSG00000032268,chr9,49081260,49117587,46.57
ENSMUSG00000021711,chr13,104142149,104178469,40.45
ENSMUSG00000040828,chr17,56628143,56664456,48.68
ENSMUSG00000052144,chr6,100833622,100869934,40.48
ENSMUSG00000034645,chr4,108181738,108218048,44.5
ENSMUSG00000042734,chr12,81631249,81667557,46.09
ENSMUSG00000036198,chrX,49463945,49500244,43.59
ENSMUSG00000034278,chr2,119172500,119208795,48.07
ENSMUSG00000029811,chr6,48872896,48909188,44.46
ENSMUSG00000025857,chr5,139150223,139186510,50.66
ENSMUSG00000031708,chr8,83571698,83607971,50.02
ENSMUSG00000000544,chr1,166130238,166166510,48.91
ENSMUSG00000014158,chr5,114622152,114658421,53.51
ENSMUSG00000020083,chr10,62107655,62143920,49.53
ENSMUSG00000095388,chr3,98552542,98588807,41.86
ENSMUSG00000027669,chr3,32580332,32616585,46.03
ENSMUSG00000079606,chrX,48841466,48877713,39.54
ENSMUSG00000035125,chr6,81923669,81959915,42.82
ENSMUSG00000039473,chr16,5050057,5086289,42.82
ENSMUSG00000039158,chr4,63367125,63403354,52.53
ENSMUSG00000034042,chr4,116557658,116593882,40.54
ENSMUSG00000097327,chr10,22113050,22149270,40.31
ENSMUSG00000027880,chr3,109080469,109116687,40.09
ENSMUSG00000030659,chr7,116504369,116540584,43.03
ENSMUSG00000014852,chr2,26973416,27009628,49.5
ENSMUSG00000057068,chr5,92555069,92591279,45.46
ENSMUSG00000042429,chr1,134199223,134235431,51.17
ENSMUSG00000021215,chr13,3882018,3918220,43.4
ENSMUSG00000032449,chr9,97074961,97111157,39.39
ENSMUSG00000043541,chr6,145174834,145211005,46.3
ENSMUSG00000092060,chr5,67392147,67428310,47.08
ENSMUSG00000038766,chr3,95181766,95217916,44.03
ENSMUSG00000026458,chr1,134296783,134332928,52.56
ENSMUSG00000014353,chr2,128818118,128854261,41.68
ENSMUSG00000014668,chr5,110135842,110171972,42.9
ENSMUSG00000038485,chr11,97362435,97398542,46.84
ENSMUSG00000030138,chr6,118383381,118419474,42.97
ENSMUSG00000030378,chr7,14410686,14446769,37.67
ENSMUSG00000021245,chr12,85234520,85270599,43.28
ENSMUSG00000026814,chr2,32646595,32682669,50.15
ENSMUSG00000026303,chr1,90915085,90951142,49.78
ENSMUSG00000035469,chr14,59201209,59237265,42.47
ENSMUSG00000040296,chr4,40203773,40239828,44.17
ENSMUSG00000019982,chr10,21124935,21160984,43.06
ENSMUSG00000046258,chr8,55870912,55906948,37.66
ENSMUSG00000040867,chr12,109032187,109068217,56.83
ENSMUSG00000086564,chr3,100993529,101029556,45.28
ENSMUSG00000027959,chr3,116594982,116631004,41.8
ENSMUSG00000033847,chr7,13324655,13360672,41.55
ENSMUSG00000028700,chr4,116123840,116159849,47.46
ENSMUSG00000030347,chr6,126939962,126975967,44
ENSMUSG00000038909,chr11,95274259,95310246,43.52
ENSMUSG00000095620,chr16,36221468,36257444,39.92
ENSMUSG00000028420,chr4,53826045,53862019,41.36
ENSMUSG00000032400,chr9,64137144,64173104,40.63
ENSMUSG00000027751,chr3,54692807,54728766,40.19
ENSMUSG00000027244,chr2,91674618,91710576,44.29
ENSMUSG00000022536,chr16,5013909,5049863,44.34
ENSMUSG00000066894,chr5,117319083,117355005,49.56
ENSMUSG00000037572,chr14,47240944,47276857,40.54
ENSMUSG00000039313,chr9,89587216,89623125,43.66
ENSMUSG00000067225,chr19,40037940,40073827,38.61
ENSMUSG00000021509,chr13,56438355,56474239,47.79
ENSMUSG00000044313,chr3,101813076,101848959,47.62
ENSMUSG00000031488,chr8,27138773,27174646,47.54
ENSMUSG00000024131,chr17,85028376,85064236,45.84
ENSMUSG00000066152,chr4,62262562,62298411,46.32
ENSMUSG00000026069,chr1,40429570,40465415,41.55
ENSMUSG00000032097,chr9,44604892,44640731,40.77
ENSMUSG00000027359,chr2,126552407,126588243,44.69
ENSMUSG00000090394,chr1,160044382,160080208,44.53
ENSMUSG00000020525,chr11,85311244,85347066,41.78
ENSMUSG00000026924,chr2,26409431,26445216,47.11
ENSMUSG00000031364,chrX,163513904,163549677,39.81
ENSMUSG00000078783,chr3,15296551,15332302,38.41
ENSMUSG00000073555,chr18,60212080,60247820,39.89
ENSMUSG00000008855,chr11,102194432,102230166,54.97
ENSMUSG00000028577,chr4,94567514,94603244,38.84
ENSMUSG00000023009,chr15,99422035,99457748,52.53
ENSMUSG00000029195,chr5,65348314,65384007,44.85
ENSMUSG00000021831,chr14,45283087,45318771,41.17
ENSMUSG00000019796,chr10,7589800,7625483,44.17
ENSMUSG00000054237,chr19,38188481,38224156,39.21
ENSMUSG00000025002,chr19,39007019,39042693,41.27
ENSMUSG00000024371,chr17,34862604,34898265,48.24
ENSMUSG00000015314,chr1,171917515,171953170,42.84
ENSMUSG00000027004,chr2,80411970,80447625,41.46
ENSMUSG00000026723,chr2,13509014,13544668,38.91
ENSMUSG00000008200,chr2,90745370,90781021,41.8
ENSMUSG00000001804,chr18,20436175,20471821,40.54
ENSMUSG00000031753,chr8,110846600,110882227,44.25
ENSMUSG00000014503,chr18,34408489,34444116,44.65
ENSMUSG00000020523,chr11,57482993,57518617,44.27
ENSMUSG00000059895,chr15,73723145,73758766,55.7
ENSMUSG00000024810,chr19,29925114,29960718,42.14
ENSMUSG00000042138,chr9,37489021,37524625,42.05
ENSMUSG00000014418,chr7,46760466,46796064,43.38
ENSMUSG00000048655,chr3,55137339,55172935,43.64
ENSMUSG00000044864,chr3,38449259,38484844,45.1
ENSMUSG00000032423,chr9,88447009,88482574,37.29
ENSMUSG00000070822,chr7,12768090,12803635,44.63
ENSMUSG00000021294,chr12,112146208,112181747,56.91
ENSMUSG00000059119,chr7,143513579,143549106,44.62
ENSMUSG00000026271,chr1,92950865,92986391,47.01
ENSMUSG00000027180,chr2,104027721,104063240,40.34
ENSMUSG00000037580,chr14,47153895,47189413,44.95
ENSMUSG00000033998,chr8,125995170,126030685,47.42
ENSMUSG00000087247,chr1,6359218,6394731,40.78
ENSMUSG00000032435,chr9,114688790,114724302,44.46
ENSMUSG00000102918,chr18,37806364,37841873,49.73
ENSMUSG00000071267,chr17,21926960,21962464,38.12
ENSMUSG00000036825,chr3,146404642,146440144,46.94
ENSMUSG00000024155,chr17,24804289,24839788,40.7
ENSMUSG00000064267,chr5,122206804,122242297,51.58
ENSMUSG00000026455,chr1,134455531,134491018,42.28
ENSMUSG00000029204,chr5,65861213,65896700,44.95
ENSMUSG00000025154,chr19,41766588,41802047,44.04
ENSMUSG00000000290,chr10,77530252,77565708,50.26
ENSMUSG00000033276,chr1,74601445,74636894,46.63
ENSMUSG00000032028,chr9,48318006,48353454,41.28
ENSMUSG00000087370,chr13,41605907,41641355,42.7
ENSMUSG00000006134,chr16,17451987,17487434,42.83
ENSMUSG00000036197,chr15,93239742,93275179,44.09
ENSMUSG00000029759,chr6,5220852,5256286,41.89
ENSMUSG00000075217,chr2,85483594,85519024,37.61
ENSMUSG00000039990,chr7,133637543,133672971,42.61
ENSMUSG00000026353,chr1,128243964,128279378,40.77
ENSMUSG00000028587,chr4,108579423,108614833,42.38
ENSMUSG00000074591,chr3,57657393,57692799,41.71
ENSMUSG00000049152,chr15,9335550,9370955,39.21
ENSMUSG00000029171,chr5,64092950,64128351,43.83
ENSMUSG00000094719,chr5,67941669,67977070,39.46
ENSMUSG00000023918,chr17,42656891,42692284,42.22
ENSMUSG00000024050,chr17,32354055,32389439,49.27
ENSMUSG00000066026,chr4,144892827,144928209,48.86
ENSMUSG00000052520,chr4,96628773,96664154,37.98
ENSMUSG00000069892,chr11,49015874,49051242,40.98
ENSMUSG00000027742,chr3,52981875,53017237,43.65
ENSMUSG00000006920,chr11,101191115,101226463,45.63
ENSMUSG00000021893,chr14,31336638,31371986,39.25
ENSMUSG00000078776,chr7,28129466,28164811,49.87
ENSMUSG00000022325,chr15,34495304,34530648,42.55
ENSMUSG00000055531,chr10,117344673,117380015,38.09
ENSMUSG00000039540,chr18,6603629,6638970,40.3
ENSMUSG00000042328,chr5,112343083,112378414,52.26
ENSMUSG00000039599,chr14,20348162,20383491,43.07
ENSMUSG00000028256,chr3,145118588,145153915,40.15
ENSMUSG00000020076,chr10,62615895,62651218,38.73
ENSMUSG00000043262,chr7,46923216,46958527,43.21
ENSMUSG00000020198,chr10,80706956,80742264,51.68
ENSMUSG00000079429,chr1,88226986,88262289,50.62
ENSMUSG00000026070,chr1,40465552,40500854,41.93
ENSMUSG00000074527,chr2,176892509,176927809,42.49
ENSMUSG00000022718,chr16,18253948,18289246,43.75
ENSMUSG00000031078,chr7,144435733,144471009,51.21
ENSMUSG00000069806,chr7,3332955,3368221,46.52
ENSMUSG00000031154,chrX,7841364,7876626,45.56
ENSMUSG00000032621,chr13,103739348,103774608,39.26
ENSMUSG00000040021,chr10,7681214,7716460,42.27
ENSMUSG00000024091,chr17,65578327,65613555,39.17
ENSMUSG00000026342,chr1,125560595,125595820,41.59
ENSMUSG00000020962,chr12,91555262,91590487,40.69
ENSMUSG00000025495,chr7,141122382,141157606,48.54
ENSMUSG00000032235,chr9,69397906,69433122,38.63
ENSMUSG00000024613,chr18,60813755,60848971,52.3
ENSMUSG00000025287,chrX,155262443,155297654,39.26
ENSMUSG00000079605,chr17,26973167,27008376,48.11
ENSMUSG00000034918,chr13,54701461,54736662,50.48
ENSMUSG00000070871,chr1,64690455,64725644,40.42
ENSMUSG00000040139,chr7,137375574,137410762,44.1
ENSMUSG00000027276,chr2,137081456,137116644,47.37
ENSMUSG00000020573,chr12,32173473,32208659,42.37
ENSMUSG00000018893,chr15,77015487,77050670,49.93
ENSMUSG00000021236,chr12,84373857,84409029,45.42
ENSMUSG00000069808,chr11,76179671,76214827,45.01
ENSMUSG00000024781,chr19,34492318,34527474,42.19
ENSMUSG00000018583,chr11,55469685,55504838,44.98
ENSMUSG00000074802,chr10,89408823,89443967,41.78
ENSMUSG00000042185,chr9,31386192,31421333,44.74
ENSMUSG00000025537,chr5,129863421,129898549,46.4
ENSMUSG00000046679,chr6,86438374,86473500,45.75
ENSMUSG00000007655,chr6,17306335,17341452,42.1
ENSMUSG00000025094,chr19,59260896,59296012,44.84
ENSMUSG00000039982,chr19,12466338,12501454,46.92
ENSMUSG00000073079,chr12,55080262,55115367,39.41
ENSMUSG00000094892,chr17,19577227,19612317,36.01
ENSMUSG00000032377,chr9,92457373,92492456,39.31
ENSMUSG00000021775,chr14,18204054,18239127,43.4
ENSMUSG00000004865,chr17,28587648,28622709,46.57
ENSMUSG00000062203,chr16,11219292,11254325,40.75
ENSMUSG00000022601,chr16,55973883,56008913,40.94
ENSMUSG00000027132,chr2,112379211,112414240,38.13
ENSMUSG00000017002,chr2,164354070,164389095,45.08
ENSMUSG00000071262,chr14,79212355,79247369,45.72
ENSMUSG00000058594,chr2,11742573,11777582,44.37
ENSMUSG00000022752,chr16,57121703,57156705,38.31
ENSMUSG00000031700,chr8,85492576,85527560,48.52
ENSMUSG00000090935,chr12,81497941,81532911,39.2
ENSMUSG00000022604,chr16,55899888,55934855,43.59
ENSMUSG00000042066,chr1,132356315,132391281,50.41
ENSMUSG00000032577,chr9,107254927,107289877,49.77
ENSMUSG00000010122,chr11,61343401,61378345,46.94
ENSMUSG00000057074,chr8,93302369,93337308,41.87
ENSMUSG00000032021,chr9,40969691,41004628,44.15
ENSMUSG00000031622,chr8,72723285,72758201,50.08
ENSMUSG00000007107,chr1,172223513,172258414,45.25
ENSMUSG00000030310,chr6,114282635,114317532,51.94
ENSMUSG00000036944,chr15,66526212,66561103,38.69
ENSMUSG00000028300,chr4,35191285,35226175,41.56
ENSMUSG00000035725,chrX,77761411,77796278,43.21
ENSMUSG00000075224,chr2,85162334,85197197,43.72
ENSMUSG00000021200,chr12,103321142,103356001,52.07
ENSMUSG00000026260,chr1,92439010,92473860,46.11
ENSMUSG00000025198,chr19,44034944,44069785,40.75
ENSMUSG00000032911,chr9,56865033,56899870,54.84
ENSMUSG00000023935,chr17,45440578,45475415,45.36
ENSMUSG00000064147,chr17,29114145,29148980,49.73
ENSMUSG00000037108,chr5,137787798,137822621,44.35
ENSMUSG00000091504,chr17,55590370,55625192,37.86
ENSMUSG00000000738,chr8,123062942,123097760,48.71
ENSMUSG00000010825,chr5,143357338,143392152,52.39
ENSMUSG00000023235,chr8,4325210,4360020,44.84
ENSMUSG00000050592,chr2,32050055,32084857,52.49
ENSMUSG00000059022,chr6,29473162,29507952,52.5
ENSMUSG00000024576,chr18,61555274,61590061,39.23
ENSMUSG00000022099,chr14,70601263,70636048,50.9
ENSMUSG00000022899,chr16,36750177,36784962,41.14
ENSMUSG00000021408,chr13,34002363,34037147,41.55
ENSMUSG00000072568,chr15,60818994,60853778,44.72
ENSMUSG00000036295,chr12,41451668,41486431,38.51
ENSMUSG00000026580,chr1,164115264,164150026,43.72
ENSMUSG00000037172,chr6,40401375,40436135,45.71
ENSMUSG00000038497,chr8,13288190,13322924,47.58
ENSMUSG00000069114,chr3,9250602,9285333,41.2
ENSMUSG00000091662,chr7,10578930,10613659,35.78
ENSMUSG00000074923,chr2,118663303,118698020,51.32
ENSMUSG00000026274,chr1,93308770,93343482,46.24
ENSMUSG00000033629,chr9,64986983,65021693,44.72
ENSMUSG00000035173,chr19,56787481,56822190,43.66
ENSMUSG00000027184,chr2,103762941,103797649,38.77
ENSMUSG00000040583,chr7,26061497,26096197,42.14
ENSMUSG00000074646,chr2,155973279,156007977,48.54
ENSMUSG00000001027,chr11,106318592,106353288,51.42
ENSMUSG00000001521,chr6,128321161,128355851,46.91
ENSMUSG00000022665,chr16,45093402,45128077,41.87
ENSMUSG00000036862,chr7,105752990,105787654,50.44
ENSMUSG00000028224,chr4,15957925,15992589,40.95
ENSMUSG00000027219,chr2,122426477,122461137,42.26
ENSMUSG00000034292,chr1,91494647,91529307,47.88
ENSMUSG00000027323,chr2,119112793,119147445,43.41
ENSMUSG00000000826,chr2,181520485,181555133,42.98
ENSMUSG00000050627,chr9,114899341,114933987,49.22
ENSMUSG00000029309,chr5,104079111,104113733,44.76
ENSMUSG00000028185,chr3,146580985,146615596,43.22
ENSMUSG00000029369,chr5,90518932,90553543,41.43
ENSMUSG00000063870,chr6,125095981,125130591,48.58
ENSMUSG00000024747,chr19,20692953,20727562,38.55
ENSMUSG00000018395,chr11,53567379,53601967,43.85
ENSMUSG00000022833,chr16,34690616,34725202,40.78
ENSMUSG00000071203,chr13,100211739,100246323,43.51
ENSMUSG00000031591,chr8,41340197,41374773,42.36
ENSMUSG00000029016,chr4,148004259,148038821,49.34
ENSMUSG00000029642,chr5,147077050,147111597,46.43
ENSMUSG00000025529,chrX,112600526,112635070,36.95
ENSMUSG00000034463,chr14,65919394,65953935,48.2
ENSMUSG00000021794,chr14,34310727,34345265,42.29
ENSMUSG00000032396,chr9,64306756,64341288,46.05
ENSMUSG00000042303,chr15,80977765,81012290,46.7
ENSMUSG00000030342,chr6,125460266,125494791,50.16
ENSMUSG00000028175,chr3,159495433,159529955,34.69
ENSMUSG00000090581,chr3,64531310,64565830,37.76
ENSMUSG00000027429,chr2,144556229,144590749,42.93
ENSMUSG00000078796,chr7,16061814,16096334,45.45
ENSMUSG00000039804,chr2,165000357,165034867,44.28
ENSMUSG00000030872,chr7,121986722,122021222,47.64
ENSMUSG00000020072,chr10,63024315,63058813,45.57
ENSMUSG00000017561,chr11,80046493,80080991,42.82
ENSMUSG00000004451,chr1,119470305,119504794,48.16
ENSMUSG00000080717,chr16,97997315,98031801,40.54
ENSMUSG00000026427,chr1,131153181,131187658,47.81
ENSMUSG00000026401,chr1,130388537,130423009,39.16
ENSMUSG00000112449,chr12,55155104,55189573,39.41
ENSMUSG00000059013,chr2,32721055,32755512,51.65
ENSMUSG00000062198,chr12,55045661,55080110,41.36
ENSMUSG00000020988,chr12,69690433,69724873,42.87
ENSMUSG00000034931,chr11,101732919,101767358,45.25
ENSMUSG00000005338,chr1,173333258,173367695,45.94
ENSMUSG00000021273,chr14,63145150,63179578,46.57
ENSMUSG00000027333,chr2,131491496,131525922,50.43
ENSMUSG00000039157,chr2,32535332,32569756,51.29
ENSMUSG00000046748,chr16,57036967,57071372,39.51
ENSMUSG00000025612,chr16,87698945,87733346,46.14
ENSMUSG00000034334,chr13,92449625,92484015,42.52
ENSMUSG00000027787,chr3,69721985,69756373,38.15
ENSMUSG00000029816,chr6,49036546,49070929,44.7
ENSMUSG00000029254,chr5,86071746,86106125,40.23
ENSMUSG00000026489,chr1,180165238,180199602,50.58
ENSMUSG00000047085,chr7,44429018,44463351,52.94
ENSMUSG00000057193,chr9,21320698,21355028,49.25
ENSMUSG00000021707,chr13,92354726,92389053,41.92
ENSMUSG00000115293,chr16,20611610,20645920,48.22
ENSMUSG00000032667,chr6,5264147,5298455,41.67
ENSMUSG00000019883,chr10,29313166,29347469,38.32
ENSMUSG00000026080,chr1,38863867,38898161,47.41
ENSMUSG00000020935,chr11,102994047,103028333,48.39
ENSMUSG00000005357,chr10,78780496,78814765,43.29
ENSMUSG00000029408,chr5,124061530,124095798,52.38
ENSMUSG00000029722,chr5,137650463,137684726,48.75
ENSMUSG00000021248,chr12,85340614,85374847,43.07
ENSMUSG00000021024,chr12,55384222,55418454,43.65
ENSMUSG00000034111,chr12,87166237,87200454,43.81
ENSMUSG00000008153,chr6,124430581,124464794,49.32
ENSMUSG00000073471,chr17,7945614,7979824,44.6
ENSMUSG00000039218,chr17,23790532,23824741,46.71
ENSMUSG00000016481,chr1,195097382,195131586,37.08
ENSMUSG00000021179,chr12,100125452,100159653,47.38
ENSMUSG00000031865,chr6,83165920,83200117,51.74
ENSMUSG00000038250,chr8,80980733,81014928,41.43
ENSMUSG00000025266,chrX,150983141,151017322,43.51
ENSMUSG00000051048,chr7,100285520,100319699,46.37
ENSMUSG00000061079,chr7,110061217,110095394,43.81
ENSMUSG00000031657,chr8,88137855,88172027,42.69
ENSMUSG00000067942,chr17,21008903,21043070,40.56
ENSMUSG00000029521,chr5,110839979,110874145,44.33
ENSMUSG00000115338,chr14,50931082,50965237,44.06
ENSMUSG00000056394,chr7,13277283,13311433,46.61
ENSMUSG00000040195,chr10,127666901,127701049,45.12
ENSMUSG00000025199,chr19,44073335,44107480,39.91
ENSMUSG00000021266,chr12,108860030,108894174,48.88
ENSMUSG00000037958,chr11,77044292,77078435,39.41
ENSMUSG00000022906,chr16,35938470,35972605,43.6
ENSMUSG00000029359,chr5,118027743,118061878,52.87
ENSMUSG00000055240,chr17,33360507,33394641,41.26
ENSMUSG00000022682,chr16,13780708,13814839,44.16
ENSMUSG00000025227,chr19,46341121,46375252,48.64
ENSMUSG00000027460,chr2,151911210,151945337,50.22
ENSMUSG00000020275,chr11,23736847,23770970,38.02
ENSMUSG00000074655,chr3,28892617,28926724,36.39
ENSMUSG00000020863,chr11,94287890,94321988,40.46
ENSMUSG00000031636,chr8,45885461,45919548,42.12
ENSMUSG00000071893,chr6,56924015,56958100,38.28
ENSMUSG00000026020,chr1,59684971,59719044,38.43
ENSMUSG00000021548,chr13,85189408,85223469,36.14
ENSMUSG00000033488,chr1,157458577,157492638,44.42
